customer_id,age,annual_income,purchase_frequency,avg_order_value,product_category,customer_lifetime_value,account_age_months,reviews_count,return_rate,email_engagement
307,33,111362,45,133.7292873473073,Sports,5280.963348827939,28,0,0.1338603662932631,High
308,20,50354,24,10.504445124360364,Sports,2942.665785037298,24,48,0.2417533597853499,High
309,37,33843,15,87.87975880561069,Electronics,7949.25874843501,35,46,0.0023893214236353376,High
310,41,130008,29,239.58431421660634,Electronics,5818.174322223459,13,37,0.27736831661304145,High
311,50,134065,8,472.7087811293366,Books,6382.365933748008,47,23,0.13299195285515258,High
312,41,91726,5,60.0748736499223,Sports,7999.350180197352,34,46,0.16601405635972427,Medium
313,69,37640,29,428.56278948616733,Clothing,4020.1076793583034,11,30,0.07646467467446469,Low
314,28,72528,47,268.2418071438124,Electronics,9159.391677229727,36,40,0.22275924985212642,High
315,66,58413,4,414.70117524194933,Books,5376.985785736785,51,45,0.022990741942574642,High
316,25,148142,12,156.2034711850964,Sports,1663.7527460699453,17,49,0.26179074076405057,Medium
317,53,72638,45,421.5741106895112,Sports,6989.401269871144,35,25,0.2484350487019028,Medium
318,55,72736,2,388.6831622082342,Clothing,7953.287369338718,18,48,0.06481803487342992,Low
319,57,127892,27,122.72630468540262,Books,3235.940602968514,40,49,0.2427973194855787,Medium
320,37,130133,31,74.35421194059525,Sports,8586.074644287655,22,4,0.23590731991844444,Low
321,52,126357,36,435.3466180408235,Electronics,9070.818222181088,57,19,0.1896649793261847,High
322,65,88866,36,481.9859601856646,Clothing,2841.3544250403083,24,40,0.11205605306990625,High
323,42,39087,26,25.33813373628296,Books,9836.862579880699,58,10,0.08144962625456036,Low
324,52,61430,43,368.3223328171059,Clothing,1493.0441276827082,19,32,0.06953507708680501,Medium
325,42,44504,27,455.667010364431,Electronics,2099.9551171846506,37,49,0.09558268882908215,Low
326,46,27114,5,430.10644512532434,Books,1923.8259084564586,39,37,0.2710675330297591,Medium
327,35,98859,20,482.6150314124022,Clothing,8950.498129077918,21,26,0.023292232796634383,High
328,63,119657,11,382.4460984346676,Home,6577.496268017122,8,33,0.24866138287588757,Medium
329,35,30975,10,226.72639356664604,Electronics,1605.8324039005015,28,14,0.10466702251254707,Low
330,19,31023,40,162.85647534261392,Electronics,4459.201841846655,5,31,0.15647981880340744,Low
331,52,41447,38,167.16394281468246,Electronics,6191.45044819104,17,20,0.2383456900945472,High
332,33,110469,6,364.96710958091734,Home,926.2944413948945,37,45,0.26531296410689137,Medium
333,58,145899,8,375.4601358951725,Home,8835.922047232654,36,4,0.1034344260217941,Medium
334,53,43959,23,108.1759803388692,Sports,8055.675000871198,54,5,0.1385530443825331,Medium
335,50,86203,47,435.3801786103602,Clothing,5101.547058408719,19,37,0.12435481944503768,High
336,21,139156,26,360.3127796991013,Sports,9674.553491065788,27,21,0.003975310051173164,Medium
337,50,49703,46,285.7476403082575,Clothing,4235.833694823487,53,17,0.08878286665759698,Low
338,31,29337,43,241.05090545023123,Home,9842.692158461328,34,13,0.13775677011976853,Medium
339,38,66427,12,276.1840748370795,Home,6712.407988155908,11,9,0.12332808266413192,High
340,65,141507,26,88.03041175683958,Sports,6383.2456052140205,54,45,0.21657876825470382,Medium
341,37,81529,13,109.81361214537436,Books,1742.9534634282716,45,12,0.11544108516633096,Medium
342,25,122023,40,54.67060029903392,Sports,8831.084807215975,47,30,0.14681293469120107,Low
343,24,104665,18,85.2924386989452,Clothing,4332.14791041409,12,29,0.128882577639709,Medium
344,20,125787,25,232.3098809565885,Sports,1706.1107172465456,54,2,0.22218784466831115,Low
345,34,51921,33,269.87365292684547,Electronics,224.8144477600145,21,29,0.25889171969608876,Low
346,50,53307,47,18.752327314376494,Clothing,5641.581268019988,54,5,0.15956672370225425,High
347,65,47355,40,400.43093565337347,Clothing,5321.256259014495,11,28,0.23682965825855734,Low
348,29,123268,43,154.14230693830416,Books,7221.60086145467,39,7,0.08903600460595518,Low
349,68,147016,12,456.7996571303564,Home,8913.554724876241,28,43,0.1624108830471806,High
350,39,24835,44,484.0805191707511,Clothing,886.1251879659923,5,44,0.10356898610099173,Low
351,39,40159,36,100.87484859156062,Home,7341.815254369587,17,42,0.12426027767154908,High
352,63,124346,48,236.42767247517372,Sports,1955.378246566064,56,43,0.21972415944380055,Medium
353,47,67605,4,10.603599231548685,Electronics,8595.952826255923,20,32,0.2644987446998138,High
354,55,141790,5,303.1803599099892,Books,8208.728787230395,41,16,0.036448617326329626,Low
355,55,125616,37,307.5801596487089,Home,5453.858174356889,46,47,0.19039177694621415,High
356,62,58088,8,131.29457824565384,Clothing,7131.403706370784,58,10,0.17464314227333955,Low
357,68,98752,42,283.622209565767,Home,3212.066120519109,12,12,0.03552451175277956,Medium
358,25,75284,49,120.51466979743036,Clothing,4764.562199434865,6,49,0.06356829913203273,High
359,44,77043,28,88.80447984831314,Home,8234.205287333669,17,10,0.09330074841980408,Medium
360,44,145388,31,329.2445387331097,Clothing,4646.725452014818,51,30,0.05007932124525044,Low
361,51,55547,9,169.7034773365167,Sports,3642.202826721874,19,27,0.07311884475730253,Low
362,38,117007,29,299.229330053955,Clothing,4992.703227777969,26,43,0.08028023965851225,Medium
363,47,102844,14,222.29090699611123,Clothing,8299.667599128461,48,5,0.10070214991171789,High
364,50,47532,40,492.3321896274229,Electronics,3418.55966897164,44,40,0.2248171358403477,High
365,45,54349,41,83.29451490710723,Clothing,1820.2397720438637,44,15,0.17157366115518022,Low
366,64,142402,22,237.653312351547,Electronics,7148.9388012747295,52,3,0.29587400158542043,Medium
367,50,138012,11,343.4237469160694,Books,8277.18430581001,32,34,0.1244207480902413,Medium
368,22,65445,23,203.81709110118464,Electronics,1096.31103738298,6,47,0.22615952215107749,High
369,65,25713,1,487.602927416638,Sports,2474.7537162838526,55,25,0.2614405264129601,High
370,36,76178,46,363.72493768419815,Electronics,1505.5226986338396,58,11,0.20369354791141256,High
371,21,69407,37,331.9220902066016,Books,3544.6199746634497,36,10,0.12355942212524879,Medium
372,52,90340,21,380.95904112949944,Sports,4558.474691163585,38,36,0.22607838922372586,High
373,66,70990,26,476.79783263897133,Home,7513.380735936734,11,24,0.061100141331805455,High
374,34,95672,46,454.8311399624737,Home,6546.3610903285735,33,17,0.09826564955403973,Low
375,61,149473,36,364.89980098194184,Electronics,6247.192818036468,24,18,0.16400557652978662,High
376,45,85545,23,377.0892031596287,Electronics,3588.5119714355787,23,22,0.1726228161858445,High
377,47,104791,1,81.50181627722127,Books,8430.330775539123,15,37,0.006642442641788837,Medium
378,46,78141,40,60.36827820140619,Books,4765.74295724183,27,17,0.2835342566268026,Medium
379,63,43793,15,289.7432059036405,Clothing,9793.13888635003,11,25,0.208988181365217,Low
380,23,76570,21,19.0001421008646,Books,6378.007169127794,57,5,0.14871112506956732,High
381,52,115084,47,246.35462696027986,Clothing,1350.0209414885771,51,3,0.2799381703224925,Low
382,58,57892,9,113.07129416024561,Sports,6794.157864546796,50,43,0.13172866957524854,Medium
383,54,21015,9,179.5481181459714,Electronics,3318.52975277382,17,28,0.2941306710811115,Low
384,41,144704,10,390.14432053854847,Sports,6894.639247192365,51,33,0.15368542717304554,Medium
385,46,81813,26,471.20637707386936,Books,789.4473668078168,53,16,0.03428573099939384,Low
386,66,47712,41,45.483973351707334,Sports,1831.3262280419979,14,42,0.22944029173778316,Low
387,63,120497,35,271.77868092845813,Sports,8571.798863167285,27,42,0.20366931752335216,High
388,48,28415,25,442.441408051604,Sports,2349.0776145327973,18,15,0.231896016391676,Low
389,52,131854,26,50.42918187580643,Books,8386.707139905107,28,1,0.2854326086177043,High
390,50,132816,11,414.01188297944856,Sports,2864.8332756986633,51,33,0.23294679079530542,High
391,69,148778,38,185.32266195485298,Clothing,6464.530909581205,47,7,0.18340098066499405,High
392,38,82292,2,167.82640408747432,Books,6972.090677747327,47,12,0.25719267070825225,High
393,49,43833,7,488.958529294245,Sports,5175.282056136024,4,41,0.20197393180635945,Low
394,40,24158,18,108.42095403252415,Books,3122.57569929764,7,7,0.12243571704777692,Medium
395,50,82680,27,349.66503100311365,Home,2205.179326073852,45,29,0.265685929272532,Medium
396,20,40309,34,412.50595672483456,Clothing,428.5746101680196,35,31,0.06657013823531185,Medium
397,35,26970,27,30.17991268684312,Sports,3109.0693722831656,48,35,0.21439238247261724,Low
398,42,92474,17,338.488874593662,Home,6566.311626259701,9,46,0.2644690364822271,High
399,59,106704,43,476.2594874341102,Home,9389.217702639979,8,29,0.21939495591098887,Medium
400,48,66540,44,70.86778369674909,Books,8724.924374404214,52,0,0.20918262571615706,Low
401,20,40384,24,449.1484383156688,Home,7684.041287699496,45,42,0.2257914882215508,High
402,57,38017,25,301.44055231469866,Clothing,7905.628698207657,17,38,0.1395165744901933,Medium
403,63,95880,7,312.13624511261224,Clothing,6683.350544412353,17,16,0.26225120464710777,High
404,41,125570,6,310.34264568414693,Electronics,2676.8398899034296,49,19,0.06103094254082736,Medium
405,67,28702,24,156.42958430528378,Clothing,9081.230803987715,33,23,0.03821592480010178,Medium
406,49,20384,33,468.2488894967352,Home,6740.249887867757,32,49,0.08565263403555347,Medium
407,64,20404,49,474.20172668920895,Clothing,5648.362246706355,8,21,0.15947321903249795,High
408,39,60943,29,316.39928350483444,Books,1198.7957452134626,19,28,0.15316853862280141,Low
409,40,67926,43,393.8771357113912,Electronics,4525.849883683612,38,21,0.246179627302976,High
410,19,49189,22,310.0064130817674,Home,4657.54688489907,3,43,0.12137059692120522,Medium
411,44,32763,26,247.3552393112799,Electronics,8659.179734274432,59,8,0.1453033278874526,High
412,59,38384,28,333.80185796663284,Home,5511.817379859106,5,36,0.004010304977818691,Low
413,19,80100,21,280.9707117700596,Books,3865.9654348070553,13,9,0.12292177093288172,High
414,43,118142,49,302.7631726896457,Electronics,9770.323252255528,47,35,0.19433226988510263,Low
415,34,29860,7,394.07795117524233,Sports,1196.1338739305252,46,36,0.004652499187977654,Low
416,57,124293,17,245.64287741000257,Home,4283.229440288252,31,27,0.08426458955587313,High
417,50,100642,20,29.969511985311655,Sports,516.0442841969124,55,27,0.06238690778681698,Medium
418,26,70612,41,90.35974568485365,Electronics,7425.0507955926105,16,41,0.01259562867287647,Low
419,60,43574,49,224.9175360798738,Sports,9188.95786677159,50,42,0.14377802697436123,High
420,65,43524,20,365.1650143382886,Sports,2872.3695625498453,32,20,0.05451698796844695,Low
421,56,89172,22,300.7065376719876,Electronics,8597.582600311296,22,23,0.22292446188941403,Medium
422,46,30916,28,328.64415107799243,Books,2992.960481572788,29,41,0.2543783651290045,High
423,59,24809,40,244.84667500238078,Sports,9116.624600274761,22,39,0.16367555480074433,High
424,43,52201,49,311.713590751699,Sports,7564.222845608161,43,1,0.29451220275634243,High
425,52,73330,7,171.21854452918447,Books,8068.577090730242,3,7,0.13514357144117858,Medium
426,67,33456,1,240.38947042136587,Sports,278.2649004444995,54,47,0.15401046306747465,Low
427,42,133748,32,374.69674214152826,Sports,9631.822535032858,10,26,0.29676532618732504,High
428,41,76397,13,437.19806169682937,Sports,7294.0428214962,42,21,0.06946453078951464,Low
429,30,141288,30,222.49111363863057,Clothing,3117.0358443227196,21,36,0.28276378190307155,Low
430,24,58765,23,31.394212276606982,Books,8311.007182102585,16,26,0.012851266535733973,Medium
431,53,54816,19,89.2195466319333,Sports,2887.0598643078065,12,28,0.13391606707895842,High
432,62,65106,32,20.221958252853668,Books,8740.263011704666,2,2,0.02100105363991973,Low
433,37,73932,30,330.0988794262918,Home,1214.5458650781763,41,43,0.2187704228740929,High
434,18,37100,29,172.83416642400337,Home,7066.491176861878,24,12,0.18252268076400532,High
435,25,77091,49,275.81453150249007,Sports,5452.914918784612,35,44,0.21199027904027892,Medium
436,63,41949,45,251.7056549240618,Books,1055.691254934864,56,9,0.11234411999040508,High
437,33,90080,29,49.94797988068908,Books,2494.748899762506,30,35,0.11084458020941408,High
438,31,57744,30,207.5980669506776,Books,222.7999591454164,57,8,0.013595783688268382,Low
439,29,65543,16,118.0749512119384,Clothing,4740.802858098607,30,26,0.10498348185889193,Medium
440,68,128319,40,215.01589644714983,Home,3082.5260815240035,47,33,0.2787865206786178,High
441,40,112193,19,109.75335736769891,Books,6023.739094547812,35,0,0.11376796115413468,Low
442,32,56187,18,421.82167907569743,Books,3042.65429631531,19,31,0.249410311866591,Medium
443,45,132734,1,95.35473492334428,Clothing,3069.1992039191487,50,24,0.2526976514249802,Medium
444,51,27239,14,480.7824702286187,Clothing,7457.612667442873,8,28,0.11197234691377014,Low
445,19,144454,47,213.794609412001,Books,576.6140761856991,26,6,0.1895966041188567,Low
446,49,34489,2,424.66019308933414,Electronics,9038.660452400674,49,48,0.028611480681917587,Low
447,40,134937,28,318.0947609209131,Books,8537.412356472696,40,2,0.031103574220282947,Low
448,39,78017,49,370.3216463462188,Books,6711.266363941424,7,19,0.014597299098513993,Low
449,68,81877,30,386.18470515272236,Clothing,5972.893544063105,30,19,0.17430452801253285,High
450,42,63125,38,257.37399212757873,Clothing,8933.794731582557,7,29,0.1278212932878291,High
451,39,69922,4,276.2172564480113,Books,1934.768777334273,3,34,0.16440970699927202,Medium
452,39,114074,1,261.85797522627524,Books,881.7947056892033,1,34,0.15632195715251634,High
453,66,52049,8,298.14860526413884,Books,2471.1506821044272,36,48,0.10506089732721909,High
454,69,57131,29,24.403278420688572,Clothing,7966.324959131884,25,38,0.20324202444704187,High
455,59,62944,39,203.80243322601748,Books,443.2356405921849,37,26,0.2275505642749172,Low
456,23,135765,3,307.03246964497407,Books,5869.787667326547,1,25,0.004388477663302714,Medium
457,32,93963,32,302.88454697537355,Sports,9954.831410293968,15,13,0.062172689930663494,Medium
458,60,126884,10,398.54848635675944,Electronics,8571.39132899164,37,16,0.21397076042500104,Medium
459,54,145917,10,330.9545760277332,Home,5262.312321531535,13,17,0.11598605179015026,Medium
460,50,44285,19,496.14532500692945,Electronics,730.0450019377593,40,44,0.19874518408248246,High
461,25,57626,46,149.08871901823605,Sports,8330.597792418528,8,28,0.10408879792036753,High
462,61,62808,34,185.98400453645343,Home,6029.887230954384,5,19,0.11722654569889113,Low
463,61,108464,33,198.08510441522017,Books,1237.8366708897117,9,26,0.047603662106905476,Medium
464,22,73871,23,238.24827543992177,Sports,1029.1871197512264,1,17,0.077469305899848,High
465,56,39198,28,419.6390512527926,Books,9105.305512422265,36,3,0.18162352725227618,High
466,21,39758,32,125.53812604001283,Clothing,6725.082603086977,35,0,0.1299489333945499,Low
467,23,35254,7,390.2401014473605,Sports,8309.93931323588,2,49,0.23229080488337853,Low
468,62,64238,29,208.60198971201427,Clothing,8801.891112794447,40,0,0.25577548648150283,Low
469,49,21252,8,304.9091379943842,Sports,5760.54628527839,23,25,0.16249392546502794,High
470,69,59764,1,319.94486128089,Sports,5222.718882374908,9,44,0.22748018761681774,High
471,47,97709,3,192.69583222257788,Clothing,4361.231362177803,34,19,0.092071353958371,Low
472,64,57441,24,261.18145055084454,Home,3237.771219132081,46,22,0.12449136462002346,Medium
473,52,112234,23,212.38527557737154,Electronics,4402.500012501247,14,9,0.21383330286504929,Low
474,57,73682,8,43.87506523144353,Books,7761.408591728548,4,10,0.11586359784510919,Low
475,69,79494,47,224.211040520245,Sports,6059.041967049802,30,40,0.17655148054769665,Low
476,33,101317,37,57.72276235124056,Books,8935.980570552976,31,40,0.055611833724753444,Low
477,30,85215,3,208.46019154935755,Clothing,4489.462142353958,38,4,0.1799313944911494,High
478,67,98587,33,300.5300159175731,Books,6110.186829315665,11,0,0.2584541121680681,Medium
479,59,125185,28,293.91330067831535,Clothing,6349.944775610688,35,16,0.2605918919470277,Low
480,47,26949,47,334.68442671407695,Books,5957.801906832623,8,21,0.2173033218988619,Medium
481,36,127825,8,56.678138897766885,Electronics,7056.074353546612,3,33,0.22372601372283782,Medium
482,34,75393,34,329.5403903099146,Electronics,2450.591336910582,14,44,0.1673782335452102,Medium
483,36,93553,35,162.95254778125906,Electronics,5172.401397703327,13,40,0.17540042704974743,Low
484,45,26941,32,205.53251360718443,Electronics,1131.825547802642,45,28,0.0400951744231554,High
485,43,45934,24,430.41326442212585,Electronics,3906.6621436836444,32,3,0.13315775652639034,Low
486,54,43386,14,14.424898023479624,Electronics,4927.903979350518,34,4,0.13523288516590914,Medium
487,43,145362,32,298.32219033689665,Clothing,6557.020169500178,45,10,0.28754935070032206,Medium
488,40,81886,46,303.3698502490527,Sports,9510.257420603415,19,20,0.12932605878698683,High
489,26,95745,43,204.36329040834536,Books,6046.445558828723,59,34,0.1648027934708273,Low
490,29,103251,16,126.14364998308473,Electronics,7461.579770147942,38,11,0.15997541978373073,Medium
491,18,114456,4,124.99027874816004,Clothing,5112.033989002507,16,25,0.19102851511329813,High
492,18,73413,37,443.0177381337688,Clothing,6377.62991062568,2,18,0.22446984939956877,Medium
493,64,76800,21,226.5919431536002,Clothing,802.2289397243569,40,44,0.06751256285126163,High
494,51,117239,14,172.13578786469424,Sports,2618.4766503342853,17,6,0.15861732572953072,High
495,49,62318,31,229.9010111773875,Books,3682.345622730873,55,46,0.2477753121948091,Low
496,65,139803,48,338.00129671508705,Sports,4777.684214564484,34,6,0.13893441415125343,Medium
497,42,90173,18,81.42071843992834,Home,551.922580473599,42,25,0.0835372639120719,Low
498,57,90390,7,230.22257925473147,Clothing,1486.238565777845,16,39,0.19641272260688972,Medium
499,62,72329,10,298.0633418440896,Home,2840.4616471339273,38,4,0.24713021873973687,Low
500,18,142418,7,474.80584387720256,Electronics,9718.173639920402,2,20,0.018942087878217394,Medium
